MLS_Number,Street_Number,Street_Name,Unit,City,Price,PSF,Area,Subdivision,Market_Area,Building_SF,Bedrooms,Baths,Stories,DOM
49287395,2614,Whitney,,Houston,1950,1.44,16,Montrose,Montrose,1350,2,2.1,2,5
92700981,1712,Main,2,Houston,1300,1.44,16,LANCASTER PLACE EXT 2,Montrose,900,2,1,1,14
10180403,923,Drew,,Houston,3100,1.44,16,Montrose,Montrose,2151,3,3.1,3,25
49005245,3508,Stanford,,Houston,2500,1.45,16,Montrose Add C,Montrose,1722,2,2.1,2,35
59996388,1832,Branard,,Houston,2400,1.45,16,Montlew Place,Montrose,1650,2,2.1,2,6
83872928,1108,Peveto,C,Houston,3395,1.45,16,Tricons Peveto Street Villas,Montrose,2346,3,3.1,3,44
35599049,815,Sul Ross,1,Houston,1450,1.45,16,Lockhart Connor & Barziza,Montrose,1000,1,1,1,8
91485544,1722,Haddon,,Houston,3400,1.46,16,Haddon Street Landing,Montrose,2323,3,3.1,4,22
38943596,315,Clay,301,Houston,1825,1.46,16,Montrose,Montrose,1250,2,2,3,30
40915746,3714,Yupon,A,Houston,1250,1.47,16,Montrose,Montrose,850,2,1,2,13
68075102,2507,Montrose,48,Houston,1050,1.47,16,Gardens Condo,Montrose,712,1,1,1,3
44906871,1851,Main,0,Houston,995,1.47,16,Montlew Place,Montrose,675,1,1,2,12
76488341,1850,Portsmouth,3,Houston,1200,1.47,16,Portsmouth T/H Condo,Montrose,816,1,1,2,19
60500718,1836,Branard,1,Houston,1645,1.47,16,Montlew Place,Montrose,1116,2,1,1,13
80123918,311,Hawthorne,20,Houston,1099,1.47,16,Westmoreland,Montrose,750,1,1,2,131
39518980,2409,Commonwealth,,Houston,4500,1.48,16,MONTROSE,Montrose,3039,3,3.2,4,105
96802675,2021,Main,A,Houston,1195,1.48,16,Dearborn Place,Montrose,808,1,1.1,1,98
33465238,1616,Haver,,Houston,3050,1.48,16,Cherryhurst,Montrose,2061,3,2,1,36
65209118,1300,Fairview,A,Houston,1275,1.48,16,Fairview Place T/H Condo,Montrose,864,1,1.1,2,59
83701153,1246,Peden,5,Houston,775,1.48,16,Rosemont Heights,Montrose,525,1,1,2,43
34136612,1722,Haver,,Houston,2595,1.49,16,Cherryhurst,Montrose,1740,3,2,1,26
90383481,1719,Westheimer,2-Jan,Houston,595,1.49,16,Hyde Park Heights,Montrose,400,1,1,2,18
2484679,1509,Missouri,,Houston,4100,1.49,16,Commonwealth Manors,Montrose,2759,3,3.1,4,13
31280933,715,Oakley,,Houston,1195,1.49,16,Montrose,Montrose,800,1,1,1,26
15611356,508,Branard,14,Houston,895,1.49,16,Lockhart Connor & Barziza,Montrose,600,1,1,1,32
19730461,3703,Roseland,9,Houston,825,1.5,16,Montrose,Montrose,550,1,1,1,39
19401948,2507,Montrose,24,Houston,900,1.5,16,Gardens Condo,Montrose,599,1,1,1,137
32676783,2421,Ralph,,Houston,2975,1.5,16,Unknown,Montrose,1988,3,3.1,3,130
10412488,1624,Marshall,2,Houston,825,1.5,16,Mandell Place,Montrose,550,1,1,1,49
18846469,1524,Ridgewood,2,Houston,1795,1.5,16,Oakmont,Montrose,1200,2,1,1,14
92703665,1315,Peden,,Houston,1895,1.5,16,Stratford,Montrose,1264,3,2,1,44
30050814,302,Drew,,Houston,3300,1.5,16,Montrose,Montrose,2200,2,2.1,2,6
17292197,217,Marshall,B,Houston,2850,1.5,16,Montrose,Montrose,1900,3,2,1.5,167
14220847,4506,Mount Vernon,A,Houston,3300,1.51,16,Mount Vernon Street Lndg,Montrose,2187,3,3.1,3,15
55188184,419,Marshall,11,Houston,925,1.51,16,Marshall Condo,Montrose,612,1,1,1,66
97756951,1624,Marshall,6,Houston,915,1.52,16,Mandell Place,Montrose,600,1,1,1,20
77132031,1624,Marshall,3,Houston,915,1.52,16,Mandell Place,Montrose,600,1,1,1,29
65802086,1419,Montrose,303,Houston,1950,1.52,16,One Montrose Place Condo,Montrose,1283,2,2,1,75
8754935,2510,Whitney,2,Houston,1795,1.53,16,Fairview,Montrose,1172,2,2,2,4
24169062,2043,Colquitt,1,Houston,2300,1.53,16,Dearborn Place,Montrose,1500,2,2,2,17
84162904,311,Hawthorne,24,Houston,1295,1.53,16,Westmoreland,Montrose,844,1,1,1,108
74080992,311,Hawthorne,11,Houston,1150,1.53,16,Westmoreland,Montrose,750,1,1,,67
44968390,229,Westmoreland,7,Houston,995,1.53,16,Westmoreland,Montrose,650,1,1,2,42
48874346,3311,Yupon,303,Houston,1750,1.54,16,Tremont Tower,Montrose,1138,1,1.1,1.5,143
70699807,1624,Marshall,10,Houston,925,1.54,16,Mandell Place,Montrose,600,1,1,1,2
41130748,808,Sul Ross,3,Houston,875,1.54,16,818 SUL ROSS TH SEE 3819 ROS,Montrose,570,1,1,,533
48816700,2425,Ralph,,Houston,3200,1.55,16,Hyde Park Heights,Montrose,2068,3,3.1,4,71
27853897,1612,Hazel,,Houston,4500,1.55,16,Peden Square,Montrose,2909,3,3.1,4,15
67652226,1505,Eberhard,,Houston,4500,1.55,16,Modern Commons/Eberhard,Montrose,2896,3,3.1,4,7
77213248,926,Main,,Houston,2500,1.55,16,Montrose,Montrose,1612,2,2.1,2,31
92553596,415,Hawthorne,3,Houston,1225,1.55,16,Hawthorne Place Condo,Montrose,792,1,1,1,39
20020889,414,Stratford,10,Houston,1150,1.55,16,Montrose,Montrose,740,1,1,1,86
54578830,2612,Whitney,,Houston,2100,1.56,16,Montrose,Montrose,1350,2,2.1,2,18
29597716,1916 1/2,Branard,,Houston,1095,1.56,16,Montlew Place,Montrose,700,1,1,2,25
92118176,811,Lovett,12,Houston,1995,1.56,16,Lovett Blvd Townhomes,Montrose,1275,2,2.1,2,25
44301375,601,Polk,4,Houston,999,1.56,16,Alden Place,Montrose,640,1,1,2,94
33713041,710,Colquitt Street,4,Houston,1100,1.57,16,Montrose,Montrose,700,1,1,2,34
11814418,3910,McDuffie St,3,Houston,945,1.58,16,DEARBORN PLACE,Montrose,600,1,1,,48
11618221,2815,Whitney,2,Houston,950,1.58,16,Montrose,Montrose,600,1,1,1,40
35469222,314,Bell,202,Houston,1275,1.59,16,Montrose,Montrose,800,1,1,3,60
82995802,4504,Mount Vernon,B,Houston,3500,1.6,16,Mount Vernon Street Lndg,Montrose,2187,3,3.1,3,45
81535087,4504,Mount Vernon,A,Houston,3500,1.6,16,Mount Vernon Street Lndg,Montrose,2187,3,3.1,3,12
61975227,4411,Woodhead,,Houston,5600,1.61,16,Richwood,Montrose,3485,4,4.1,3,202
8114054,1756,Main,14,Houston,675,1.61,16,Lancaster Place Ext 03,Montrose,420,1,1,1,63
70702859,2048,Main,,Houston,4050,1.62,16,Park Villas At West Main,Montrose,2500,3,3,3,0
72318771,1643,Kipling,,Houston,1350,1.63,16,West Mandell Place,Montrose,830,1,1,1,54
84362323,405,Hawthorne,17,Houston,895,1.63,16,Westmoreland,Montrose,550,1,1,1,41
82286365,2507,Montrose,3,Houston,975,1.64,16,Gardens Condo,Montrose,596,1,1,1,90
58285414,1828,Main,4,Houston,985,1.64,16,Montlew Place,Montrose,600,1,1,2,48
15343352,1756,Main,12,Houston,695,1.65,16,Lancaster Place Ext 03,Montrose,420,1,1,1,13
57686058,1756,Main,8,Houston,695,1.65,16,Lancaster Place Ext 03,Montrose,420,1,1,1,43
91135045,3703,Roseland,16,Houston,995,1.66,16,Montrose,Montrose,600,1,1,1,41
63027776,3311,Yupon,604,Houston,2375,1.66,16,Tremont Tower,Montrose,1434,2,2,2,93
10966115,2013,Colquitt,2,Houston,995,1.66,16,Dearborn Place,Montrose,600,1,1,1,10
6912604,510,Lovett,302,Houston,1675,1.66,16,Lovett Place Condos,Montrose,1007,1,1,1,135
42315335,508,Branard,10,Houston,995,1.66,16,Lockhart Connor & Barziza,Montrose,600,1,1,1,10
95110431,1741,Main,,Houston,2400,1.67,16,Lancaster Place Ext 03,Montrose,1436,3,1,1,40
71735842,811,Colquitt,4,Houston,750,1.67,16,Lockhart Connor & Barziza,Montrose,450,1,1,2,46
35325733,811,Colquitt,4,Houston,750,1.67,16,Lockhart Connor & Barziza,Montrose,450,1,1,2,16
26525938,402,Avondale,,Houston,1400,1.67,16,Montrose,Montrose,840,1,1,1,36
25453721,3414,Garrott,5,Houston,925,1.68,16,Westmoreland Add,Montrose,550,1,1,1,47
80290794,1409,Castle,3,Houston,1095,1.68,16,Castle Court,Montrose,650,1,1,2,12
38707273,1712,West Main,4,Houston,1100,1.69,16,LANCASTER PLACE EXT 2 (1636-,Montrose,650,1,1,1,44
48833207,1409,Castle,2,Houston,1100,1.69,16,Castle Court,Montrose,650,1,1,2,25
3574127,1849,Marshall,23,Houston,950,1.72,16,Vieux Carre Condo,Montrose,551,1,1,1,57
25292048,1654,Colquitt,,Houston,1100,1.72,16,Lancaster Place Ext Sec 02,Montrose,640,1,1,2,60
11719396,210,Emerson,2,Houston,1375,1.72,16,Westmoreland,Montrose,800,1,1,1,84
59072957,2306,Waugh,,Houston,2550,1.73,16,Hyde Park Village Amd,Montrose,1478,2,2.1,3,32
78404003,2507,Montrose,42,Houston,1050,1.75,16,Gardens Condo,Montrose,601,1,1,1,10
97755841,1901,Whitney,2,Houston,1050,1.75,16,Cave E W,Montrose,600,1,1,1,34
64647100,2507,Montrose,13,Houston,1050,1.76,16,Gardens Condo,Montrose,597,1,1,1,79
97102539,4310,Dunlavy St,254,Houston,1183,1.77,16,Richwood,Montrose,669,1,1,,24
11263498,1603,Alabama,,Houston,2500,1.78,16,Lancaster Place Ext Sec 01,Montrose,1408,3,1,1,238
9281667,429,Hawthorne,8,Houston,1600,1.78,16,Westmoreland,Montrose,900,1,1,1,13
36834649,4509,Mount Vernon,9,Houston,1395,1.79,16,Mount Vernon Montrose Lofts Re,Montrose,778,1,1,2,23
74731349,4509,Mount Vernon,30,Houston,1395,1.79,16,Mount Vernon Montrose Lofts Re,Montrose,778,1,1,2,62
96680761,4310,Dunlavy St,3110,Houston,1444,1.79,16,Richwood,Montrose,807,1,1,,74
96529435,909,Bomar,,Houston,2400,1.79,16,Cave E W,Montrose,1340,2,2,1,57
59969742,409,Stratford,8,Houston,1250,1.79,16,Montrose,Montrose,700,1,1,1,11
31085207,409,Stratford,12,Houston,1250,1.79,16,Montrose,Montrose,700,1,1,1,42
4401232,409,Stratford,13,Houston,1250,1.79,16,Montrose,Montrose,700,1,1,1,31
24541167,409,Stratford,9,Houston,1250,1.79,16,Montrose,Montrose,700,1,1,1,30
88822472,1119,Welch,,Houston,6500,1.8,16,Westover,Montrose,3610,4,3.1,3,122
39916925,2937,Dallas,,Houston,2200,1.81,16,Joe Annie Street Twnhms,Montrose,1216,2,2,2,40
50109146,1901,Whitney,8,Houston,995,1.81,16,Cave E W,Montrose,550,1,1,1,40
50255514,1501,Hyde Park Blvd,11,Houston,995,1.81,16,Hyde Park,Montrose,550,1,1,1,60
47480357,3311,Yupon,302,Houston,1499,1.82,16,Tremont Tower,Montrose,822,1,1.1,1,49
43723434,1501,Hyde Park,8,Houston,1095,1.82,16,Hyde Park,Montrose,600,1,1,1,27
98842873,1409,Maryland,H,Houston,1300,1.82,16,Maryland Court Condo,Montrose,714,1,1,2,47
16730984,4509,Mount Vernon,27,Houston,1124,1.84,16,Mount Vernon Montrose Lofts Re,Montrose,612,1,1,1,30
84787183,4509,Mount Vernon,24,Houston,1124,1.84,16,Mount Vernon Montrose Lofts Re,Montrose,612,1,1,1,26
69219100,1710,Maryland,8,Houston,1290,1.84,16,Meineke Sec 02,Montrose,700,1,1,2,25
18314949,3311,Yupon,517,Houston,1600,1.85,16,Tremont Towers,Montrose,865,1,1.1,1.5,15
73728837,407,Westmoreland GARAGE APT,,Houston,1000,1.85,16,Emerson Th,Montrose,540,1,1,2,28
62523588,1710,Maryland,8,Houston,1300,1.86,16,Meineke Sec 02,Montrose,700,1,1,2,24
4291959,1420,Stanford,2,Houston,1375,1.88,16,Montrose,Montrose,732,1,1,1,20
87209117,1419,Montrose,505,Houston,2900,1.88,16,One Montrose Place Condo,Montrose,1545,2,2,1,15
87176671,1012,Joe Annie,,Houston,2290,1.88,16,Joe Annie Street Twnhms,Montrose,1216,2,2,2,5
39316978,408,Avondale,3,Houston,1500,1.88,16,Montrose,Montrose,800,1,1,2,37
44371609,1642,Norfolk,2-Jan,Houston,1295,1.93,16,Castle Court,Montrose,672,1,1,1,42
81659707,4509,Mount Vernon,6,Houston,1190,1.94,16,Mount Vernon Montrose Lofts Re,Montrose,612,1,1,2,41
38773783,2619,Crocker ST,,Houston,1550,1.94,16,Montrose,Montrose,800,2,1,2,19
26247664,4509,Mount Vernon,41,Houston,1199,1.96,16,Mount Vernon Montrose Lofts Re,Montrose,612,1,1,1,1
12424207,4509,Mount Vernon,4,Houston,1199,1.96,16,Mount Vernon Montrose Lofts Re,Montrose,612,1,1,1,14
19145382,4509,Mount Vernon,42,Houston,1199,1.96,16,Mount Vernon Montrose Lofts Re,Montrose,612,1,1,2,34
96942340,601,Saulnier,G1,Houston,800,1.98,16,ALDEN PLACE,Montrose,405,1,1,1,8
78457340,1501,Hyde Park,31,Houston,1095,1.99,16,Hyde Park,Montrose,550,1,1,1,15
10075203,1501,Hyde Park,32,Houston,1095,1.99,16,Hyde Park,Montrose,550,1,1,1,15
86784843,1218,Jackson,1,Houston,1195,1.99,16,Hyde Park Ext,Montrose,600,1,1,1,78
43686951,2005,Portsmouth,,Houston,1500,2,16,Richmond Place Annex,Montrose,750,1,1,2,6
58612511,1328,Bomar,14,Houston,800,2,16,STRATFORD,Montrose,400,1,1,1,67
51761141,1412,Kipling,,Houston,2500,2.02,16,Montrose,Montrose,1236,2,1,1,6
11667045,4509,Mount Vernon,35,Houston,1250,2.04,16,Mount Vernon Montrose Lofts Re,Montrose,612,1,1,2,26
36152359,1501,Hyde Park,9,Houston,1125,2.05,16,Hyde Park,Montrose,550,1,1,1,82
98559661,3600,Montrose,708,Houston,1395,2.07,16,Parc 04 & Parc V Condo,Montrose,675,1,1,1,162
40686112,1849,Marshall,1,Houston,1100,2.07,16,Vieux Carre Condo,Montrose,532,1,1,1,35
16036201,1716,Haver,A,Houston,2500,2.08,16,Cherryhurst,Montrose,1200,3,2,1,25
69843839,1501,Hyde Park,25,Houston,1295,2.16,16,Hyde Park,Montrose,600,1,1,1,30
47233128,1218,Jackson,5,Houston,1295,2.16,16,Hyde Park Ext,Montrose,600,1,1,1,12
46525342,703,Avondale,,Houston,1250,2.17,16,Montrose,Montrose,575,1,1,1,27
45424110,611,Hawthorne,8,Houston,1195,2.17,16,Montrose,Montrose,550,1,1,1,36
85992330,3605,Stanford,,Houston,1150,2.19,16,Montrose,Montrose,525,1,1,2,27
42264330,1806,W Main,8,Houston,695,2.19,16,West Lancaster Place,Montrose,318,1,1,,52
94893943,1113,Hawthorne,,Houston,1950,2.21,16,Montrose,Montrose,883,1,1,,25
69514735,301,Welch,A,Houston,1325,2.21,16,Weston Add,Montrose,600,1,1,1,92
70823017,510,Sul Ross,4,Houston,1150,2.3,16,Lockhart Connor & Barziza,Montrose,500,1,1,1,61
10970201,3614,Montrose,305,Houston,1700,2.32,16,Parc Iv&V Condo,Montrose,733,1,1,1,106
47671104,3402,Garrott,14,Houston,1500,2.32,16,Garrott T/H Condo,Montrose,646,1,1,1,27
6649145,1903,Crocker,,Houston,5200,2.34,16,Lismar/Crocker,Montrose,2226,3,3.1,3,191
49940861,1809,Haver,,Houston,3300,2.36,16,Cherryhurst,Montrose,1397,2,2,1,21
9124960,2613,Crocker,4,Houston,950,2.38,16,Montrose,Montrose,400,1,1,1,19
26609209,612,Oakley,Garage,Houston,1350,2.45,16,Fitze Homestead,Montrose,550,1,1,2,19
98504275,1408,Kipling,,Houston,1000,2.5,16,Montrose,Montrose,400,1,1,1,5
52951244,4309,Jack,6,Houston,795,2.65,16,FITZE HOME,Montrose,300,1,1,1,41
45097080,1212,Bomar,,Houston,3000,2.68,16,Rosedale,Montrose,1121,2,3,1,31
27153825,1421,Marshall,11,Houston,950,2.71,16,Montrose,Montrose,350,1,1,2,2
95689313,1722,Alabama,3,Houston,1100,3.06,16,Winlow Place,Montrose,360,1,1,1,28
13055614,1501 1/2,Asbury,B,Houston,800,0.59,16,Woodcrest,Rice Military,1352,1,1,1,3
84902228,5103,Eigel,,Houston,2400,0.95,16,Brunner,Rice Military,2518,3,3.1,3,23
42104032,3416,Center,,Houston,2195,0.96,16,Washington Heights North,Rice Military,2282,3,3,3,15
62926270,1114,Birdsall,,Houston,2200,0.96,16,Waterford On Woodcrest R P &,Rice Military,2286,3,3.1,3,65
10400558,5607,Blossom,,Houston,2900,0.98,16,RICE MILITARY,Rice Military,2948,3,3.1,3,156
88010706,1421,Birdsall,,Houston,2200,0.98,16,Maxie Square,Rice Military,2237,3,3.1,3,89
80595279,1517,Roy,,Houston,2600,0.99,16,Brunner,Rice Military,2616,3,3.1,3,31
85931767,1117,Malone,,Houston,2200,0.99,16,Waterford On Woodcrest,Rice Military,2220,3,3.1,3,49
720411,803,Patterson,,Houston,2680,0.99,16,Tuscany Square,Rice Military,2713,3,3.1,3,72
49562931,906,Cohn,,Houston,2400,1,16,Cohn Street Twnhms,Rice Military,2406,3,3.1,3,54
16410882,620,Detering,,Houston,2250,1,16,Settegast & Dodge,Rice Military,2259,3,2.1,2,31
26811532,606,Reinicke,,Houston,2850,1,16,Park Rdg/Reinicke & Blossom Pa,Rice Military,2842,3,3.1,3,3
14028677,818,Heights Hollow,,Houston,2500,1.01,16,MEMORIAL HEIGHTS SEC 09 AMEN,Rice Military,2476,3,3.1,3,131
91996889,710,Hartman,,Houston,2400,1.01,16,Waugh Drive T/H,Rice Military,2374,3,3.1,3,124
24877900,4003,Feagan,2,Houston,2800,1.02,16,Villas/Feagan,Rice Military,2750,3,3.1,3,64
39844026,5606,Blossom,,Houston,2850,1.03,16,Rice Military,Rice Military,2759,3,3.1,4,21
35871709,1504,Birdsall,,Houston,2198,1.03,16,Birdsall Court,Rice Military,2124,3,3.1,3,14
80607281,1406,Thompson,,Houston,2500,1.03,16,Michelles Corner Sec 03,Rice Military,2430,3,3.1,3,28
79190462,5217,Schuler,,Houston,2400,1.04,16,Aritsans/Schuler,Rice Military,2305,3,2.1,2,127
64435212,4430,Center,,Houston,2200,1.04,16,Center Street Plaza Sec 03,Rice Military,2107,3,2.1,3,71
62732933,4313,Feagan,,Houston,2500,1.04,16,Jackson Hill Courts Amd,Rice Military,2412,3,3.1,2,56
91510694,1509 1/2,Bonner,Unit B,Houston,1250,1.04,16,Koehler,Rice Military,1200,2,1,1,96
63520059,1319,Birdsall,,Houston,2150,1.04,16,Rice Military,Rice Military,2074,3,3.1,3,22
45796024,412,Asbury,,Houston,2900,1.04,16,Park Rdg/Asbury & Feagan,Rice Military,2782,3,3.1,3,52
84898128,5110,Floyd,,Houston,3250,1.05,16,Rice Military,Rice Military,3108,4,3.1,3,33
59680953,6011,Hamman,,Houston,2750,1.07,16,Hamman Estates,Rice Military,2565,3,3.1,4,35
2563275,1604,Mcdonald,,Houston,2700,1.07,16,Rice Military,Rice Military,2516,3,3.1,3,45
26009197,1513,Reinerman,,Houston,2700,1.07,16,Astral Homes On Reinerman,Rice Military,2520,3,3.1,3,5
75566449,5510,Venice,,Houston,2800,1.09,16,Rice Military,Rice Military,2562,3,2.1,3,13
11347672,5206,Nett,A,Houston,2495,1.09,16,Nett Sys,Rice Military,2282,3,3,3,53
22160547,6520,Calder,,Houston,2850,1.1,16,Toscana Court,Rice Military,2580,3,3.1,3,38
87382676,5908,Center,,Houston,2450,1.1,16,Centers/Courtyard Homes,Rice Military,2224,3,3.1,3,19
28664228,4306,Eigel,,Houston,2000,1.1,16,Eigel Place,Rice Military,1820,3,2,3,23
27991310,4149,Dickson,,Houston,2350,1.1,16,Waterhill Homes/Dickson,Rice Military,2132,3,3.1,3,38
37518229,970,Patterson,,Houston,2750,1.1,16,Washington Brownstone,Rice Military,2489,3,3,3,29
51686311,907,Reinicke,,Houston,2600,1.1,16,Reinicke Square Sec 01 Amd,Rice Military,2370,3,3.1,3,20
79776522,128,Detering,B,Houston,2600,1.1,16,Detering Manor,Rice Military,2365,3,3.1,3,159
41244943,5006,Schuler,,Houston,2450,1.11,16,Schuler Place Gardens,Rice Military,2210,3,3.1,3,7
19009540,4522,Lillian,,Houston,2500,1.11,16,Landing At Lillian,Rice Military,2250,3,2.1,3,102
73439274,4221,Koehler,,Houston,3200,1.11,16,Michelles Corner Sec 02,Rice Military,2880,3,3.1,3,28
10954051,4014,Gibson,,Houston,2600,1.11,16,Leverkuhn,Rice Military,2332,3,3,3,13
12580650,1635,Cohn,,Houston,2750,1.11,16,Williams Terrace,Rice Military,2482,3,3.1,3,11
33615426,112,Detering,,Houston,2575,1.11,16,Rice Military/Washington Corridor,Rice Military,2313,3,2.1,3,65
58334969,6110,Schuler,,Houston,1350,1.12,16,Adam Clay Sec 02,Rice Military,1202,2,1,1,54
85948189,5511,Crooms,,Houston,2750,1.12,16,Crooms Street T/H,Rice Military,2459,3,3.1,3,16
39926595,5413,Lillian,,Houston,3000,1.12,16,Lillian Square,Rice Military,2688,3,2.1,3,34
18759709,4513,NOLDA,,Houston,3250,1.12,16,Menefee,Rice Military,2904,4,3.1,2,6
66985071,4424,Blossom,,Houston,2950,1.12,16,Magnolia Grove T/H,Rice Military,2625,3,3.1,3,6
23557926,4107,Marina,A,Houston,2600,1.12,16,Upper West End Sec 18,Rice Military,2315,3,3.1,3,53
90154011,3927,Floyd,,Houston,2500,1.12,16,PARK AT JACKSON SQUARE,Rice Military,2242,3,3.1,3,60
28383565,1508,Birdsall,,Houston,2300,1.12,16,Birdsall Court,Rice Military,2055,3,3.1,3,3
41363799,1115,Wagner,,Houston,3100,1.12,16,Washington Heights North,Rice Military,2770,4,3.1,3,33
25756326,708,Cohn,,Houston,2850,1.12,16,Rice Military Add D,Rice Military,2553,3,3.1,3,90
30538577,114,Heights,G,Houston,3480,1.12,16,Villas D/Hts,Rice Military,3108,3,3.1,4,33
84370265,4323,Marina,A,Houston,2000,1.14,16,Waldrons Grant,Rice Military,1756,3,3.1,3,78
22399413,1324,Birdsall,,Houston,2600,1.14,16,Birdsall Woods,Rice Military,2271,3,3.1,3,132
44454538,1301,East,,Houston,1850,1.14,16,East Street Estates,Rice Military,1620,2,2.1,2,27
9459868,630,Lester,,Houston,1999,1.14,16,Tin Alley,Rice Military,1760,2,2.1,3,172
94253065,404,Parker,,Houston,2500,1.14,16,Feagan Oaks T H,Rice Military,2197,3,3.1,3,7
72558504,236,Detering,,Houston,2675,1.14,16,Detering Plaza,Rice Military,2348,3,3.1,3,36
79207009,128,Detering,A,Houston,2950,1.14,16,Rice Military,Rice Military,2583,3,3.1,3,46
38781035,1625,Mcdonald,,Houston,2750,1.15,16,Alana Park,Rice Military,2401,3,3.1,3,16
20399547,6012,Tyne,,Houston,3000,1.16,16,Adam Clay Sec 2,Rice Military,2592,3,2.1,1,85
34780272,5458,Crooms,,Houston,2700,1.16,16,Croomir Town Homes Sec 02,Rice Military,2328,3,3.1,3,32
11397926,5425,Floyd,,Houston,2495,1.16,16,Floyd Street Add,Rice Military,2157,3,3.1,,32
71291070,906,Reinerman,,Houston,2800,1.16,16,Rice Military,Rice Military,2422,3,3.1,3,23
9989508,514,Birdsall,,Houston,2995,1.16,16,Rice Military,Rice Military,2576,3,3.1,3,86
37083291,5239,Schuler,B,Houston,2095,1.17,16,SCHULER MANOR T/H,Rice Military,1785,2,2,3,186
38399460,4217,Gibson,B,Houston,2800,1.17,16,Gibson Street T/H R/P,Rice Military,2396,3,3.1,3,23
77615482,1605,Knox,B,Houston,3700,1.17,16,Woodcrest,Rice Military,3162,3,3.1,3,15
48813729,907,Knox,B,Houston,2400,1.17,16,Rice Military,Rice Military,2052,3,3.1,3,35
64646909,5914,Center,,Houston,2700,1.18,16,Centers/Ctyd Hms Amd,Rice Military,2290,3,3.1,3,113
98354933,4418,Koehler,B,Houston,2800,1.18,16,Koehler Lofts,Rice Military,2366,3,3.1,4,22
89545816,604,Jackson Hill,E,Houston,2750,1.18,16,Leverkuhn Add,Rice Military,2325,3,3.1,3,4
87264512,408,Fowler,,Houston,2699,1.18,16,Feagan Manors,Rice Military,2296,3,3.1,3,9
72754200,6028,Truro,,Houston,2430,1.19,16,Riverwood At Utah Sec 01 R P,Rice Military,2036,3,3.1,3,5
42997107,4319,Oreilly,B,Houston,2545,1.19,16,West End Terrace,Rice Military,2144,3,2.1,2,44
93499568,1539,Malone,,Houston,2285,1.19,16,Malone Landing,Rice Military,1917,3,3,3,45
60155600,1253,Bonner,,Houston,2750,1.19,16,Vistas De Sevilla Amending P,Rice Military,2317,3,3.1,,20
85759931,1214,Birdsall,B,Houston,2540,1.19,16,Birdsall T/H,Rice Military,2134,3,3.1,3,9
16074159,5341,Nolda,C,Houston,2850,1.2,16,Tc Jester Court,Rice Military,2383,3,3,3,27
25608339,5007,Gibson,,Houston,2600,1.2,16,Gibson Street Terrace,Rice Military,2168,3,2.1,2,16
51523390,1619,Roy,,Houston,2500,1.2,16,Zenith,Rice Military,2085,3,3.1,3,76
2592851,1223,Studer,,Houston,2950,1.2,16,Courtside Place 01,Rice Military,2456,3,3,4,15
56677411,5815,Washington,A,Houston,2350,1.21,16,Riverwood/Washington,Rice Military,1944,3,3.1,3,72
36762782,5311,Lillian,,Houston,2850,1.21,16,Millennium Lofts/Pk,Rice Military,2355,3,3.1,3,56
48326281,5411-3,Floyd,,Houston,2800,1.22,16,Rice Military,Rice Military,2297,3,3.1,3,46
65724551,5803,Lacy,,Houston,2650,1.22,16,Millennium Homes At Birdsall,Rice Military,2171,3,3.1,3,1
86861703,5221,Lillian,,Houston,2799,1.22,16,Waterhill Homes/Lillian Sec 03,Rice Military,2288,3,3.1,3,23
47510552,4515,Floyd,D,Houston,3000,1.22,16,Rh Floyd 02,Rice Military,2464,3,3.1,3,8
36183284,4416,Center,,Houston,2200,1.22,16,Center Street Plaza Sec 02,Rice Military,1806,3,2.1,2,21
4105467,835,Heights Hollow,,Houston,2400,1.22,16,Memorial Heights Sec 09 Amd,Rice Military,1974,2,2,,25
54690168,609,Detering,,Houston,2500,1.22,16,H D E Detering Add,Rice Military,2043,3,2.1,3,7
13507239,4114,Spencer,,Houston,2200,1.23,16,Upper West End Sec 9,Rice Military,1785,2,2.1,3,22
80057830,3809,Centerplaza,,Houston,2200,1.23,16,Plaza/Center Sec 01 Amd Place,Rice Military,1782,3,2.1,2,30
59261219,5226,Maxie,A,Houston,3250,1.24,16,Maxie Street Twnhms,Rice Military,2631,3,3.2,4,50
16426304,5110,Feagan,,Houston,2695,1.24,16,Feagan Place,Rice Military,2172,3,3.1,3,59
35991624,5004,Nolda,,Houston,3000,1.24,16,Brunner,Rice Military,2424,3,2.1,2,36
39353158,1614,Parker,,Houston,2895,1.24,16,Rice Military/Washington Corridor,Rice Military,2330,3,3.1,3,13
4087612,1224,Thompson,,Houston,2700,1.24,16,Vistas De Sevilla Amd Pla,Rice Military,2173,3,3.1,3,50
20755224,610,Reinerman,,Houston,2895,1.24,16,Russo Place Amd,Rice Military,2328,3,3.1,3,29
79315317,234,Detering,,Houston,2900,1.24,16,RICE MILITARY AREA,Rice Military,2348,3,3.1,3,122
25646996,5831,Lacy,,Houston,2750,1.25,16,Millennium Hms/Birdsall Market,Rice Military,2197,3,3.1,3,22
65210527,5505,Blossom,,Houston,2800,1.25,16,Blossom Court,Rice Military,2234,3,3.1,3,10
73132139,4919,Nolda,,Houston,3200,1.25,16,Rice Military,Rice Military,2555,3,3.1,3,44
7024547,4604,Feagan,,Houston,3000,1.25,16,Bercon/Feagan Street,Rice Military,2398,3,3.1,3,0
