MLS_Number,Street_Number,Street_Name,Unit,City,Price,PSF,Area,Subdivision,Market_Area,Building_SF,Bedrooms,Baths,Stories,DOM
25346125,4409,Schuler,B,Houston,2795,1.25,16,VILLAS AT SCHULER STREET,Rice Military,2232,3,2.1,2,17
61209390,4316,Rose,,Houston,2800,1.25,16,Riverwood/Snover Sec 01,Rice Military,2234,3,3.1,3,80
49099474,4217,Koehler,B,Houston,2750,1.25,16,Waldron Dev Sec 10,Rice Military,2194,3,3.1,3,30
40978746,1608,Knox,B,Houston,3000,1.25,16,Knox Bloom,Rice Military,2400,3,3.1,3,35
47000651,1502,Birdsall,,Houston,2650,1.25,16,Birdsall Court,Rice Military,2124,3,3.1,3,33
73970723,1210,Birdsall,,Houston,2675,1.25,16,Birdsall Townhomes,Rice Military,2134,3,3.1,3,18
77273795,6132,Clyde,,Houston,3000,1.26,16,Rice Military,Rice Military,2384,3,2.1,2,75
57306609,5711,Blossom,,Houston,2700,1.26,16,Rice Military,Rice Military,2136,3,2.1,2,38
69550466,5423,Lacy,,Houston,2650,1.26,16,Detering H E,Rice Military,2096,3,2.1,2,23
75583115,5016,Lillian,,Houston,2650,1.26,16,Waterhill Homes On Lillian,Rice Military,2097,3,3.1,3,60
79071146,4301,Gibson,,Houston,3000,1.26,16,MILLENNIUM VILLAS,Rice Military,2374,3,3.1,3,23
41107120,910,Malone,103,Houston,3000,1.26,16,Rice Military,Rice Military,2372,3,2.1,3,38
13897141,624,Westcott,,Houston,2900,1.26,16,Rice Military,Rice Military,2308,3,2.1,3,2
20338802,251,Malone,,Houston,4250,1.26,16,Rice Military,Rice Military,3383,4,4,3,6
41428922,6030,Clyde,,Houston,2700,1.27,16,Tricons Clyde Street VIllas,Rice Military,2119,3,3.1,3,54
88315521,5006,Blossom,,Houston,2800,1.27,16,Blossom Courtyard Homes,Rice Military,2206,3,2.1,2,22
69268473,4127,Floyd,,Houston,3600,1.27,16,Olive Floyd Villas,Rice Military,2840,3,3.1,3,20
11713305,1367,Studer,,Houston,2300,1.27,16,Memorial Park Village 02 Pt Rep,Rice Military,1815,2,2.1,2,58
51687817,1117,Bonner,,Houston,2650,1.27,16,Allen Trace,Rice Military,2079,3,3.1,3,7
44042672,5307,Nett,B,Houston,2700,1.28,16,Trinity Nett,Rice Military,2104,3,3.1,3,51
89476447,4233,Feagan,,Houston,2700,1.28,16,Sherfield Feagan D Sub,Rice Military,2109,3,3.1,3,1
45092428,1636,Cohn,,Houston,2200,1.28,16,Cohn Street Plaza,Rice Military,1720,2,2.1,2,18
68618101,682,Lester,,Houston,2300,1.28,16,Tin Alley,Rice Military,1800,2,2,3,70
38790406,6032,Maxie,,Houston,3500,1.29,16,Adam Clay Sec 02,Rice Military,2707,3,3.1,4,4
25758028,5236,Nett,,Houston,3000,1.29,16,Rice Military,Rice Military,2320,3,2.1,2,4
51707048,4408,Feagan,B,Houston,2700,1.29,16,Rice Military,Rice Military,2093,3,3.1,2,12
10361544,1610,Bonner,B,Houston,3000,1.29,16,Carnegie Villas At Bonner Street,Rice Military,2334,3,3.1,3,77
64053079,1305,Asbury,,Houston,2900,1.29,16,Asbury Terrace,Rice Military,2246,3,3.1,4,7
13227819,1283,Bonner,,Houston,3000,1.29,16,Vistas De Sevilla,Rice Military,2317,3,3.1,4,63
11412002,1261,Bonner,B,Houston,2995,1.29,16,Vistas De Sevilla Amd Pla,Rice Military,2317,3,3.1,4,35
88834883,1106,Lakin,,Houston,3000,1.29,16,Washington Heights North,Rice Military,2326,3,3.1,3,54
13220468,810,Heights Hollow,,Houston,1600,1.29,16,Memorial Heights Sec 09 Amd,Rice Military,1240,2,1.1,2,49
25345849,6104,Clyde,,Houston,3100,1.3,16,Townwest Utah,Rice Military,2383,3,2.1,2,13
79249887,4408,Eli,A,Houston,2800,1.3,16,Keystone/Westend Sub,Rice Military,2149,3,3.1,4,32
59612318,4109,Marina,C,Houston,3000,1.3,16,Upper West End,Rice Military,2315,3,3.1,4,34
97286111,1614,Bonner,,Houston,2250,1.3,16,Upper West End Sec 04,Rice Military,1730,3,2.1,2,21
4766547,1315,East,,Houston,2150,1.3,16,East Street Estates,Rice Military,1660,3,2.1,2,19
55284828,1315,East,,Houston,2150,1.3,16,East Street Estates,Rice Military,1660,3,2.1,2,6
93199135,5216,Blossom,,Houston,2300,1.31,16,DAVIS ACRES II,Rice Military,1760,2,2,3,5
42982719,4418,Koehler,A,Houston,3095,1.31,16,Koehler Lofts,Rice Military,2366,3,3.1,4,36
21460432,3942,Feagan,,Houston,3500,1.31,16,RICE MILITARY,Rice Military,2662,4,3.1,3,30
68902848,923,Birdsall,,Houston,2700,1.31,16,Riverwood on Washington,Rice Military,2064,3,3.1,3,15
23568799,5805,Washington,,Houston,2700,1.32,16,Riverwood/Washingtonsec 01,Rice Military,2052,3,3.1,3,23
98397278,621,Birdsall,,Houston,2700,1.32,16,Millennium Hms On Birdsall Ave,Rice Military,2052,3,3.1,3,39
32716202,618,Roy,,Houston,4000,1.32,16,Rice Military,Rice Military,3027,3,2.2,3,48
12318181,6127,Clyde,C,Houston,3000,1.33,16,Clyde Street Court,Rice Military,2257,3,3.1,4,103
66437303,5211,Eigel,E,Houston,2900,1.33,16,Eigel Grove Twnhms,Rice Military,2178,3,3.1,3,52
35931858,1100,Lakin,,Houston,3500,1.33,16,Washington Heights North,Rice Military,2632,3,3.1,4,36
94185298,501,Leverkuhn,,Houston,3000,1.33,16,LEVERKUHN,Rice Military,2252,3,3,3,43
98401008,4334,Spencer,,Houston,2385,1.34,16,Upper West End Sec 06,Rice Military,1778,2,2.1,3,3
81576145,4213,Eigel,,Houston,2250,1.34,16,Upper West End Sec 03,Rice Military,1682,3,2,2,53
75359098,505,Jackson Hill,210,Houston,1950,1.34,16,Jackson Place Condo,Rice Military,1454,2,2.1,1,16
34939399,232,Detering,A,Houston,3000,1.34,16,Detering Plaza Anx,Rice Military,2239,3,3.1,3,12
68129326,4508,Maxie,B,Houston,2300,1.35,16,Upper West End Sec 16,Rice Military,1700,3,3.1,3,18
4973250,1336,Studer,,Houston,2250,1.35,16,MEMORIAL PARK VILLAGE,Rice Military,1663,2,2,2,35
82693336,5013,Floyd,,Houston,2500,1.36,16,Brunner,Rice Military,1840,2,2,2,33
29614912,1841,Radcliffe,,Houston,2500,1.36,16,Riverway Green Sub,Rice Military,1841,3,3.1,3,48
52560463,1216,Sandman,,Houston,2800,1.36,16,Omni Properties/Sandman Twnhms,Rice Military,2059,3,3.1,4,30
68468640,301,Asbury,,Houston,3000,1.36,16,Rice Military,Rice Military,2212,3,3.1,3,9
24693862,1503,Sandman,,Houston,3000,1.37,16,Tricon Maxie Villas,Rice Military,2191,3,3.1,3,13
90765792,186,Harvard,,Houston,3095,1.37,16,Allegro/Bayou Sub,Rice Military,2252,3,3.1,4,28
60405641,5122,Lillian,,Houston,2900,1.38,16,Waterhill Homes/Lillian Sec 02,Rice Military,2103,3,3.1,3,101
33208535,5017,Augusta,4,Houston,900,1.38,16,Brunner,Rice Military,650,1,1,1,72
2452979,4921,Maxie,,Houston,1100,1.39,16,Brunner,Rice Military,792,2,1,1,6
52513856,915,Heights Hollow,,Houston,1995,1.39,16,Memorial Heights,Rice Military,1431,2,2,2,48
42900525,912,Patterson,,Houston,3350,1.39,16,Villas/Patterson Street,Rice Military,2412,3,3.1,3,13
72000445,5308,Eigel,,Houston,3400,1.4,16,Eigel View Ests,Rice Military,2423,3,3.1,4,57
24316913,5303,Nett,B,Houston,3050,1.4,16,Rice Military,Rice Military,2180,4,3.1,2,8
82088175,4314,Gibson,A,Houston,3300,1.4,16,Gibson Oaks,Rice Military,2351,3,3.1,4,45
8858045,815,Leverkuhn,,Houston,2900,1.4,16,Keystone/Jackson Hill,Rice Military,2065,3,3.1,3,26
12507150,4327,Eigel,,Houston,2000,1.41,16,Upper West End Sec 12,Rice Military,1418,2,2.1,2,17
36718048,1512,Thompson,2,Houston,3800,1.41,16,Upright/Thompson Street,Rice Military,2696,4,3.1,3,31
75993811,5017,Augusta,5,Houston,925,1.42,16,Brunner,Rice Military,650,1,1,1,61
35193545,4312,Floyd,C,Houston,2650,1.42,16,Millennium Patio Homes/Floyds,Rice Military,1868,3,3.1,3,68
81826057,1441,Wagner,,Houston,3100,1.42,16,Allegro/Bayou,Rice Military,2188,3,3.1,4,0
93919075,902,Knox,,Houston,1450,1.42,16,897-903 Knox Th,Rice Military,1022,2,1,1,90
15025866,3950,Floyd,3,Houston,2200,1.43,16,Floyd Street Twnhms,Rice Military,1536,2,2.1,4,29
10052167,1717,Thompson,B,Houston,1850,1.43,16,Spencer,Rice Military,1290,2,2.1,2,22
88418809,1202,Birdsall,,Houston,2700,1.43,16,Woodcrest,Rice Military,1889,4,2.1,1.5,19
86590629,1124,Patterson,,Houston,1995,1.43,16,Center Street Plaza,Rice Military,1398,2,2,2,28
9921229,934,Heights Hollow,,Houston,2300,1.43,16,Memorial Heights Sec 9 Amd Place,Rice Military,1604,2,2,3,19
32521427,505,Jackson Hill,311,Houston,1900,1.43,16,Jackson Place Condos,Rice Military,1325,2,2,1,38
65736801,5315,Blossom,,Houston,3400,1.44,16,Blossomering,Rice Military,2367,3,3.1,4,16
11998738,1364,Studer,,Houston,2400,1.44,16,Memorial Park Village,Rice Military,1663,2,2,2,2
49143906,1138,Bonner,,Houston,1975,1.44,16,Bonner Street Plaza,Rice Military,1368,2,2,2,34
41871810,836,Cohn,,Houston,2550,1.44,16,Cohn Street Twnhms,Rice Military,1770,2,2.1,3,26
69408089,4912,Gibson,,Houston,4900,1.46,16,Gibson Sandman Villas,Rice Military,3349,3,3.1,3,52
90301551,1108,Fowler,,Houston,3200,1.46,16,Rice Military,Rice Military,2194,3,3.1,4,6
30346413,6018,Maxie Street,E,Houston,3150,1.47,16,Rice Military,Rice Military,2138,3,3.1,4,56
22127821,5312,Inker,A,Houston,3200,1.47,16,RICE MILITARY,Rice Military,2180,3,3.1,3,5
3533180,5202,Washington,,Houston,2500,1.47,16,Washington Square,Rice Military,1700,3,2,2,23
49357780,506,Sandman,,Houston,3600,1.47,16,Gibson Sandman Villas,Rice Military,2442,3,3.1,3,8
62074307,5713,Rose,A,Houston,3795,1.48,16,Birdroseana,Rice Military,2556,3,3.1,3,8
65991885,5306,Eigel,,Houston,3100,1.48,16,Eigel View Estate,Rice Military,2092,3,3.1,4,54
6786180,3836,Center,,Houston,2250,1.48,16,Plaza/Center Sec 01 Amd Place,Rice Military,1524,3,2,2,106
89178162,3819,Centerplaza,,Houston,2150,1.48,16,Plaza/Center Sec 01 Amd Place,Rice Military,1448,2,2,2,22
92439451,846,Heights Hollow,,Houston,1795,1.48,16,Memorial Heights Sec 09 Amd,Rice Military,1216,2,2,2,41
27848396,1805,Radcliffe,,Houston,2400,1.5,16,Riverway Court,Rice Military,1600,3,2.1,2,18
23233908,6021 1/2,Maxie,,Houston,795,1.51,16,Adam Clay Sec 2,Rice Military,528,1,1,1,55
72487499,1522,Knox,,Houston,4950,1.51,16,Rice Military Woodcrest,Rice Military,3278,3,3.1,3,26
61049725,5401,Lillian,,Houston,2500,1.52,16,Detering,Rice Military,1640,2,2,3,1
93757965,4617,Rose,,Houston,1900,1.52,16,Brunner,Rice Military,1248,3,2,1,98
88547755,2927,Hicks,,Houston,3400,1.52,16,Studemont Heights,Rice Military,2244,3,3.1,3,41
84395459,525,Detering,,Houston,3000,1.52,16,Detering H E,Rice Military,1979,3,2.1,3,10
3012166,4030,Center,,Houston,2000,1.54,16,Plaza/Center,Rice Military,1296,2,2,2,52
30853543,145,Heights,137,Houston,1050,1.54,16,Alta Heights Reserve A,Rice Military,680,1,1,4,25
13902605,4415B,Floyd,,Houston,3850,1.55,16,Waterhill Homes,Rice Military,2490,3,3.1,3,78
82211743,225,Birdsall,,Houston,3100,1.55,16,Rice Military,Rice Military,2005,3,3.1,3,14
30108722,1126,Patterson,,Houston,2200,1.57,16,CENTER STREET PLAZA,Rice Military,1398,2,2,2,125
44339565,1267,Bonner,B,Houston,3500,1.58,16,Vistas De Sevilla Amd Pla,Rice Military,2212,3,3.1,4,9
48822996,307,Snover,,Houston,3995,1.59,16,Hollingsworth Sub,Rice Military,2516,3,3,3,19
13990642,4402,Lillian,3,Houston,1850,1.61,16,Bostonian Reserve Reserve A,Rice Military,1152,2,2,3,57
2323587,3850,Center,,Houston,2050,1.61,16,Plaza/Center Sec 01 Amd Place,Rice Military,1277,2,2,2,24
56144730,4449,Eigel,,Houston,2300,1.62,16,Upper West End Sec 13,Rice Military,1418,2,2.1,2,7
52690297,4322,Allen,,Houston,1350,1.63,16,League J C,Rice Military,826,2,1,1,97
78026058,5236,Memorial,5236,Houston,1995,1.64,16,Hillside T/H Condo,Rice Military,1216,2,2,1,87
28699470,5203,Calle Montilla,,Houston,5000,1.64,16,Caceres,Rice Military,3052,3,2.1,5,47
77605470,1105,Patterson,,Houston,2150,1.65,16,Center Street Plaza West Amd,Rice Military,1300,2,2,2,15
6813887,4900,Floyd,9,Houston,1550,1.66,16,Sandman Courts Condo,Rice Military,936,2,2,2,10
58760918,4907,Feagan,,Houston,2475,1.69,16,Durham Park,Rice Military,1466,2,2.1,2,24
7163590,3832,Center,,Houston,2100,1.69,16,Plaza/Center Sec 01 Amd Place,Rice Military,1241,2,2,2,164
79592082,4206,Gibson,,Houston,1975,1.7,16,Martin,Rice Military,1162,2,1,1,43
10892027,5222,Memorial,5222,Houston,1995,1.73,16,Hillside T/H Condo,Rice Military,1152,2,2,1,12
25497981,1608,Thompson,,Houston,2250,1.75,16,Spencer Trace,Rice Military,1286,2,2,2,57
67282873,1441,East,107,Houston,1300,1.75,16,Heights/Madison Park,Rice Military,744,1,1,1,72
17617068,806,Jackson Hill,101,Houston,1495,1.78,16,Flats on Jackson Hill II,Rice Military,840,1,1,1,45
94825360,3834,Center,,Houston,2100,1.85,16,Plaza At Center Sec 1 Amd,Rice Military,1138,2,2,2,59
51913949,4807,Eli,,Houston,1375,1.87,16,Brunner,Rice Military,735,2,1,1,9
34804667,4409,Blossom,,Houston,1950,1.98,16,Magnolia Grove,Rice Military,984,2,1,1,27
31119066,4803,Eli,,Houston,1295,2.01,16,Brunner,Rice Military,644,2,1,1,12
24038423,701,Malone,,Houston,2400,2.04,16,Rice Military,Rice Military,1175,2,1,1,64
64658116,160,Birdsall,2311,Houston,1668,2.1,16,The Parker,Rice Military,793,1,1,,96
71268632,1011,Studemont,303,Houston,1595,2.22,16,Studemont,Rice Military,717,1,1,,27
18602208,160,Birdsall,1408,Houston,1880,2.28,16,The Parker,Rice Military,825,1,1,,65
6183571,4402,Lillian,1,Houston,1500,2.3,16,Bostonian Reserve,Rice Military,651,1,1,1,4
21917889,2431,Shakespeare,6,Houston,850,1.21,17,Wessex Rev,Museum District,700,1,1,1,53
87282543,1720,Albans,,Houston,1700,0.55,17,Sunset Place,Museum District,3078,2,1,2,11
48179538,2341,Wroxton,2341,Houston,1850,0.57,17,Southampton Place Ext,Museum District,3260,2,2,2,120
38592976,2038,Bissonnet,,Houston,2195,0.58,17,Chevy Chase,Museum District,3762,2,1,1,53
32016425,1740,Banks,,Houston,1750,0.66,17,Ormond Place,Museum District,2660,2,1,2,39
34375572,1730,Banks,,Houston,2100,0.75,17,West Edgemont,Museum District,2812,2,1,2,7
73735479,2004,Rosedale,,Houston,2850,0.87,17,Riveside Terrace,Museum District,3276,3,3,3,22
35850639,2210,Bellefontaine,D,Houston,2850,0.91,17,Bellefontaine Duplex,Museum District,3145,3,3.1,3,75
56908223,1835,Oakdale Street,,Houston,2750,0.93,17,Oakdale Terrace,Museum District,2942,3,2.1,4,57
3603062,2343,Addison,,Houston,1600,0.94,17,Windermere,Museum District,1694,2,2,2,165
51645308,7575,Kirby,2211,Houston,995,0.97,17,7575 KIRBY CONDO,Museum District,1024,1,1,1,128
69474907,2526,Gramercy,,Houston,2750,0.99,17,Braeswood,Museum District,2767,3,2,1,78
496725,1824,Southmore,A,Houston,2200,0.99,17,SOUTHMORE TWO VILLAS,Museum District,2218,2,2.1,3,70
31612892,4704,Austin,,Houston,2490,1,17,Blodgett Park T/H,Museum District,2501,3,3.1,4,13
73019781,4410,La Branch,A,Houston,2975,1,17,Rosewood Villas,Museum District,2970,3,3.1,4,101
52553407,2538,Addison,,Houston,2100,1,17,Wessex R/P,Museum District,2099,3,2.1,1,60
28802171,2210,Dorrington,106,Houston,1400,1,17,Braeswood,Museum District,1400,2,2,1,80
48726311,2210,Dorrington,202,Houston,1200,1,17,Braeswood,Museum District,1200,2,2,1,77
12651858,2210,Dorrington,405,Houston,1200,1,17,Braeswood,Museum District,1200,2,2,1,168
78884773,2016,Mcclendon,,Houston,1950,1.02,17,Southgate Sec 03,Museum District,1918,3,2,1,181
18281785,2014,Mcclendon,,Houston,1950,1.02,17,Southgate Sec 03,Museum District,1918,3,2,1,182
41999701,1218,Banks,,Houston,3495,1.02,17,Np Turner Add,Museum District,3438,4,4,2,50
94671316,4611,Austin,C,Houston,2650,1.03,17,Galwan Twnhms,Museum District,2582,3,3.1,4,129
35952104,2347,Sheridan,1A,Houston,1495,1.03,17,Windermere,Museum District,1448,2,1,1,50
17541044,2425,Underwood St,243,Houston,1150,1.04,17,BRENTWOOD CONDO,Museum District,1108,1,1.1,1,97
45629352,2004,Rosedale,B,Houston,2700,1.06,17,Riverside Terrace,Museum District,2540,3,3,3,17
59111556,2523,Watts,,Houston,5499,1.07,17,Bliss Court,Museum District,5133,4,4.1,2,6
95875197,1502,Southmore,,Houston,1600,1.07,17,Southmore 118,Museum District,1490,2,2.1,2,23
61976456,1414,Rosewood,,Houston,2500,1.07,17,Rosewood Lofts,Museum District,2340,2,2.1,4,113
12254193,2210,Dorrington,103,Houston,1300,1.08,17,Braeswood,Museum District,1200,2,2,1,85
5723631,7575,Kirby,2309,Houston,1275,1.09,17,7575 Kirby,Museum District,1167,1,1,1,3
21471290,1832,Wheeler,,Houston,1650,1.09,17,Wheeler Street T H,Museum District,1512,2,2,3,63
72081124,2400,Braeswood,320,Houston,950,1.1,17,Brentwood Condo,Museum District,860,1,1,1,7
7173298,1804,Prospect,,Houston,3200,1.1,17,Maredia Homes/Prospect Street,Museum District,2916,3,3.1,4,38
22706436,2318,Dorrington,3,Houston,1000,1.11,17,Braeswood,Museum District,900,1,1,2,106
83554811,2004,Rosedale,A,Houston,3000,1.11,17,Riverside Terrace,Museum District,2702,3,3,3,27
5716934,1708,Sunset Blvd,,Houston,1495,1.11,17,Sunset Place Hynesdale,Museum District,1350,2,1,1,73
73302157,2437,South,13,Houston,2495,1.12,17,Southampton Live/Work T/H,Museum District,2236,3,3.1,3,84
46387430,4815,Austin,B,Houston,2400,1.13,17,Austin Court,Museum District,2130,3,3,3,47
28273292,2431,Shakespeare,3,Houston,800,1.14,17,WESSEX,Museum District,700,1,1,1,175
41156665,1914,Blodgett,A,Houston,3500,1.16,17,Riverside Terrace 1st Sec,Museum District,3008,3,3.1,3,55
50530660,4812,Hazard,B,Houston,845,1.17,17,Rice Village,Museum District,720,1,1,2,44
38284730,1810,Oakdale,,Houston,2800,1.17,17,Tricon Oakdale Street Villas,Museum District,2400,3,3.1,3,51
57505378,1318,Oakdale,,Houston,2495,1.17,17,Oaks At Caroline,Museum District,2140,3,3.1,3,4
69332707,1808,Prospect,,Houston,2500,1.18,17,Prospect Townhomes,Museum District,2124,3,3.1,3,34
54584607,4921,Chenevert,,Houston,2850,1.19,17,Museum District,Museum District,2390,3,2.1,2,48
2576012,4901,MILAM,1,Houston,1500,1.19,17,SOUTH END VILLA,Museum District,1260,2,2.1,2,138
91645848,4813,Caroline,E,Houston,3200,1.19,17,Caroline Court Sub Rep 1,Museum District,2679,3,3.1,4,33
85992956,1903,Oakdale,R,Houston,2999,1.19,17,PARKSIDE PLACE T/H,Museum District,2510,3,3.1,3,24
89423428,1114,Autrey,,Houston,4995,1.19,17,Autrey Street Place,Museum District,4183,3,3.2,4,21
61208990,7575,Kirby,1211,Houston,1450,1.2,17,7575 Kirby Condo,Museum District,1208,2,2,1,85
34387891,1511,Ruth,,Houston,4900,1.2,17,Modern Ruth,Museum District,4092,3,4.1,4,82
23453976,2431,Shakespeare,4,Houston,850,1.21,17,WESSEX,Museum District,700,1,1,1,126
43737329,2426,Dorrington,C,Houston,2650,1.21,17,Braeswood,Museum District,2192,3,3.1,3,15
78877665,7575,Kirby,2111,Houston,1250,1.22,17,7575 Kirby,Museum District,1024,1,1,,28
86998136,4811,Austin,B,Houston,2750,1.22,17,Austin Court,Museum District,2250,3,3.1,3,43
35999739,2348,Mcclendon,3,Houston,795,1.22,17,WINDERMERE,Museum District,653,1,1,3,3
69583418,2322,Wordsworth,,Houston,3200,1.22,17,Windermere,Museum District,2625,3,2.1,2,31
14199690,1715,Banks,C,Houston,1100,1.22,17,West Edgemont,Museum District,900,1,1,1,3
63199279,4420,La Branch,3,Houston,1595,1.23,17,Rosewood,Museum District,1300,1,1.1,2,24
44809137,2348,Mcclendon,1,Houston,1550,1.24,17,WINDERMERE,Museum District,1250,2,1,3,4
68939627,1815,Isabella,16,Houston,995,1.24,17,Birdsall Place,Museum District,800,3,2,2,16
22032436,1205,Autrey,15,Houston,1100,1.24,17,AUTREY TH COND,Museum District,884,2,1.1,2,111
17164951,1129,Banks,,Houston,3200,1.25,17,Turner N P,Museum District,2552,3,3.1,3,15
91850851,2431,Dorrington,2431A,Houston,1900,1.26,17,Dorrington Square Condos,Museum District,1504,2,2.1,3,62
84597292,7575,Kirby,3304,Houston,1000,1.28,17,7575 Kirby,Museum District,783,1,1,1,53
25502319,2425,Underwood,356,Houston,1100,1.28,17,Brentwood Condo,Museum District,860,1,1,1,78
37133993,1716,Sunset,,Houston,1875,1.28,17,Sunset Place,Museum District,1470,2,1,2,43
2932951,5505,Crawford,,Houston,3500,1.29,17,Museum Gallerie Amd,Museum District,2716,3,3.1,3,32
75271423,1733,Vassar,A,Houston,1895,1.29,17,VASSAR COURT,Museum District,1466,2,2,3,91
46919362,4901,MILAM,3,Houston,1200,1.3,17,SOUTH END VILLA,Museum District,925,2,1,1,28
16196692,4812,La Branch,6,Houston,1700,1.3,17,La Branch Street Twnhms Condos,Museum District,1306,2,2.1,3,203
82475581,4812,La Branch Street,12,Houston,1700,1.3,17,La Branch Street Twnhms Condo,Museum District,1306,2,2.1,3,54
64268399,2321,Addison,,Houston,4200,1.3,17,Windermere,Museum District,3235,4,3.1,2,14
82750046,2203,DORRINGTON,300,Houston,1550,1.3,17,Serento Condo,Museum District,1188,2,2,1,50
93233803,2425,Dorrington,B,Houston,3300,1.31,17,Medical Center Garden Homes,Museum District,2516,3,3.1,3,46
91329164,1436,Wichita,,Houston,2695,1.31,17,Pawl Terrace,Museum District,2056,3,3.1,3,32
20526208,4616,Austin,C,Houston,3000,1.32,17,Tuscan One,Museum District,2269,3,3.1,3,20
88347511,2005,Wroxton,,Houston,3100,1.32,17,Southampton Place,Museum District,2346,3,2.1,2,56
5841038,1818,Vassar,1818,Houston,1325,1.32,17,VASSAR COURT,Museum District,1000,1,1.1,2,26
63393857,1411,Ruth,,Houston,1495,1.32,17,Rosewood,Museum District,1136,2,1,1,95
49398480,4901,Milam,10,Houston,1250,1.33,17,SOUTH END VILLA,Museum District,940,2,2,1,29
64129561,2425,Shakespeare,3,Houston,1600,1.33,17,WESSEX,Museum District,1200,2,1,1,151
68543866,2425,Shakespeare,1,Houston,1600,1.33,17,Wessex Rev,Museum District,1200,2,1,1,151
76266245,1702,Vassar,1,Houston,1500,1.33,17,West Edgemont,Museum District,1125,2,1,1,23
87804081,2512,South,,Houston,3100,1.34,17,South Blvd Park,Museum District,2310,3,3.1,3,65
84898800,2475,Underwood,391,Houston,1150,1.34,17,Brentwood Condo,Museum District,860,1,1,1,127
50971171,2400,Braeswood,258,Houston,1150,1.34,17,Brentwood Condo,Museum District,860,1,1,1,190
32139869,2203,Dorrington,108,Houston,1100,1.34,17,Serento Condo,Museum District,819,1,1.1,1,127
72647327,5607,Jackson,7,Houston,675,1.35,17,Hermann Park,Museum District,500,1,1,1,10
50844949,5607,Jackson,2,Houston,675,1.35,17,Hermann Park,Museum District,500,1,1,1,0
82110539,5607,Jackson,12,Houston,675,1.35,17,Hermann Park,Museum District,500,1,1,1,11
32212131,5607,Jackson,4,Houston,675,1.35,17,Hermann Park,Museum District,500,1,1,1,105
73988416,4921,Crawford,3,Houston,675,1.35,17,Southmore 107,Museum District,500,1,1,1,23
30103109,4921,Crawford,5,Houston,675,1.35,17,Southmore 107,Museum District,500,1,1,1,105
60447952,2475,Underwood,170,Houston,1200,1.35,17,Brentwood Condo,Museum District,892,1,1,1,80
48770683,1740,Banks,B,Houston,1750,1.35,17,Ormond Place,Museum District,1300,2,1,1,14
95812051,4510,La Branch,5,Houston,749,1.36,17,Rosewood,Museum District,550,1,1,1,77
14872610,2211,Mcclendon,,Houston,2200,1.36,17,Southgate Sec 03,Museum District,1614,3,2,1,83
93974703,1514,Palm,7,Houston,1225,1.36,17,Southmore 108,Museum District,900,2,1,1,114
51853710,5003,Yoakum,,Houston,2900,1.37,17,Turner N P,Museum District,2124,2,3,2,37
39458107,1522,Blodgett,,Houston,2650,1.37,17,Macgregors Blodgett Park Pt,Museum District,1936,3,3.1,3,26
